"STATUS","START_DATE","START_HOUR","TRANSCRITO","COMPANY_NAME","partido1_apoyo","partido2_apoyo","interaction_user","partido1_apoyo_real","partido2_apoyo_real","partido1_preferencia","partido2_preferencia","gobierno_calificacion"
"no-answer","2025-04-23T00:00:00.000Z","20:49:47","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-22T00:00:00.000Z","19:32:37","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","18:43:02","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:40:22","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","21:20:39","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"busy","2025-04-23T00:00:00.000Z","21:39:41","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","22:55:49","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","18:43:36","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","18:42:57","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:12:01","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""0 2 grabe su mensaje."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,,,,,,
"busy","2025-04-23T00:00:00.000Z","22:55:50","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:17:37","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""8 4."",""role"":""user""},{""content"":""Entiendo. Muchas gracias. Que tenga un excelente día."",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","22:50:21","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","23:35:26","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","20:50:53","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","21:46:29","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-22T00:00:00.000Z","22:21:14","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","22:55:25","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:18:01","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","20:51:46","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","23:37:25","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:40:08","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:41:44","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","23:13:52","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","22:52:10","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","20:53:35","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"busy","2025-04-23T00:00:00.000Z","23:14:44","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:19:15","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""0 7 grabe su mensaje."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","22:51:58","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","22:57:22","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:17:19","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","21:20:49","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","22:54:54","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","20:50:01","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","21:19:38","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-22T00:00:00.000Z","19:33:28","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","21:21:30","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","22:51:29","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:37:30","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""6 6."",""role"":""user""},{""content"":""Entiendo. Muchas gracias. Que tenga un excelente día."",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","20:51:34","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:19:21","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""9 3 grabe su mensaje."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:36:05","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:15:26","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""5 5 grabe su mensaje."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,,,,,,
"busy","2025-04-22T00:00:00.000Z","19:45:31","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-22T00:00:00.000Z","22:22:33","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-22T00:00:00.000Z","19:33:28","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"busy","2025-04-23T00:00:00.000Z","22:50:26","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","22:55:22","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","22:53:02","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:19:29","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","18:43:07","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""1 7 grabe su mensaje."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","20:54:40","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""8 6 grabe su mensaje."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","21:19:08","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
